Bits,InputPower,OutputPower,OutputPowerWithoutDelay,FiberLength,PreviousOutputPowerWithoutDelay
91.046875,0.000199721,2.28E-05,4.95E-05,3.50E+01,5.62E-05
91.0625,3.75E-05,1.80E-05,4.61E-05,3.50E+01,4.95E-05
91.078125,6.13E-06,1.60E-05,4.26E-05,3.50E+01,4.61E-05
91.09375,1.74E-06,1.69E-05,3.93E-05,3.50E+01,4.26E-05
91.109375,1.11E-06,1.88E-05,3.67E-05,3.50E+01,3.93E-05
91.125,1.01E-06,2.01E-05,3.28E-05,3.50E+01,3.67E-05
91.140625,1.00E-06,2.16E-05,2.74E-05,3.50E+01,3.28E-05
91.15625,9.99E-07,2.59E-05,1.96E-05,3.50E+01,2.74E-05
91.171875,9.99E-07,3.19E-05,1.44E-05,3.50E+01,1.96E-05
91.1875,9.99E-07,3.72E-05,1.16E-05,3.50E+01,1.44E-05
91.203125,9.99E-07,3.73E-05,9.68E-06,3.50E+01,1.16E-05
91.21875,9.99E-07,3.22E-05,7.34E-06,3.50E+01,9.68E-06
91.234375,9.99E-07,2.12E-05,3.89E-06,3.50E+01,7.34E-06
91.25,9.99E-07,1.32E-05,1.89E-06,3.50E+01,3.89E-06
91.265625,9.99E-07,1.03E-05,3.67E-06,3.50E+01,1.89E-06
91.28125,9.99E-07,1.05E-05,9.51E-06,3.50E+01,3.67E-06
91.296875,9.99E-07,8.02E-06,1.91E-05,3.50E+01,9.51E-06
91.3125,9.99E-07,4.73E-06,2.52E-05,3.50E+01,1.91E-05
91.328125,9.99E-07,3.36E-06,2.66E-05,3.50E+01,2.52E-05
91.34375,9.99E-07,4.72E-06,2.59E-05,3.50E+01,2.66E-05
91.359375,9.99E-07,7.06E-06,2.45E-05,3.50E+01,2.59E-05
91.375,9.99E-07,8.47E-06,2.50E-05,3.50E+01,2.45E-05
91.390625,9.99E-07,8.47E-06,2.65E-05,3.50E+01,2.50E-05
91.40625,9.99E-07,8.46E-06,2.88E-05,3.50E+01,2.65E-05
91.421875,9.99E-07,8.23E-06,2.80E-05,3.50E+01,2.88E-05
91.4375,9.99E-07,1.10E-05,2.31E-05,3.50E+01,2.80E-05
91.453125,9.99E-07,1.75E-05,1.67E-05,3.50E+01,2.31E-05
91.46875,9.99E-07,1.83E-05,1.36E-05,3.50E+01,1.67E-05
91.484375,9.99E-07,1.15E-05,1.57E-05,3.50E+01,1.36E-05
91.5,9.99E-07,3.87E-06,1.74E-05,3.50E+01,1.57E-05
91.515625,9.99E-07,1.28E-06,1.63E-05,3.50E+01,1.74E-05
91.53125,9.99E-07,2.38E-07,1.52E-05,3.50E+01,1.63E-05
91.546875,9.99E-07,3.02E-08,1.39E-05,3.50E+01,1.52E-05
91.5625,9.99E-07,1.95E-09,9.36E-06,3.50E+01,1.39E-05
91.578125,9.99E-07,2.94E-07,5.92E-06,3.50E+01,9.36E-06
91.59375,9.99E-07,1.37E-06,4.58E-06,3.50E+01,5.92E-06
91.609375,9.99E-07,2.61E-06,3.12E-06,3.50E+01,4.58E-06
91.625,9.99E-07,4.22E-06,2.15E-06,3.50E+01,3.12E-06
91.640625,9.99E-07,7.22E-06,2.99E-06,3.50E+01,2.15E-06
91.65625,9.99E-07,1.16E-05,5.22E-06,3.50E+01,2.99E-06
91.671875,9.99E-07,1.47E-05,6.88E-06,3.50E+01,5.22E-06
91.6875,9.99E-07,1.39E-05,7.41E-06,3.50E+01,6.88E-06
91.703125,9.99E-07,1.00E-05,9.46E-06,3.50E+01,7.41E-06
91.71875,9.99E-07,5.24E-06,1.53E-05,3.50E+01,9.46E-06
91.734375,9.99E-07,2.77E-06,2.65E-05,3.50E+01,1.53E-05
91.75,9.99E-07,2.31E-06,3.83E-05,3.50E+01,2.65E-05
91.765625,9.99E-07,2.01E-06,4.92E-05,3.50E+01,3.83E-05
91.78125,9.99E-07,6.70E-07,6.18E-05,3.50E+01,4.92E-05
91.796875,9.99E-07,1.23E-07,6.56E-05,3.50E+01,6.18E-05
91.8125,9.99E-07,7.37E-07,6.30E-05,3.50E+01,6.56E-05
91.828125,9.99E-07,2.09E-06,6.13E-05,3.50E+01,6.30E-05
91.84375,9.99E-07,4.87E-06,6.04E-05,3.50E+01,6.13E-05
91.859375,9.99E-07,6.19E-06,6.26E-05,3.50E+01,6.04E-05
91.875,9.99E-07,5.68E-06,6.73E-05,3.50E+01,6.26E-05
91.890625,9.99E-07,5.28E-06,6.75E-05,3.50E+01,6.73E-05
91.90625,9.99E-07,6.42E-06,6.10E-05,3.50E+01,6.75E-05
91.921875,9.99E-07,1.13E-05,5.09E-05,3.50E+01,6.10E-05
91.9375,9.99E-07,1.67E-05,4.36E-05,3.50E+01,5.09E-05
91.953125,9.99E-07,1.41E-05,4.56E-05,3.50E+01,4.36E-05
91.96875,9.99E-07,5.67E-06,4.99E-05,3.50E+01,4.56E-05
91.984375,9.99E-07,1.19E-06,5.18E-05,3.50E+01,4.99E-05
92,9.99E-07,1.00E-06,5.44E-05,3.50E+01,5.18E-05
92.015625,5.07E-05,1.83E-06,5.56E-05,3.50E+01,5.44E-05
92.03125,0.000389934,2.13E-06,4.89E-05,3.50E+01,5.56E-05
92.046875,0.000800279,1.36E-06,3.91E-05,3.50E+01,4.89E-05
92.0625,0.000962522,9.90E-07,3.35E-05,3.50E+01,3.91E-05
92.078125,0.000993874,1.41E-06,3.18E-05,3.50E+01,3.35E-05
92.09375,0.000998258,2.34E-06,3.49E-05,3.50E+01,3.18E-05
92.109375,0.000998893,4.34E-06,4.40E-05,3.50E+01,3.49E-05
92.125,0.000998988,8.25E-06,5.52E-05,3.50E+01,4.40E-05
92.140625,0.000999,1.35E-05,6.39E-05,3.50E+01,5.52E-05
92.15625,0.000999001,1.51E-05,7.14E-05,3.50E+01,6.39E-05
92.171875,0.000999001,1.28E-05,8.33E-05,3.50E+01,7.14E-05
92.1875,0.000999001,7.23E-06,0.000104291,3.50E+01,8.33E-05
92.203125,0.000999001,3.29E-06,0.00013617,3.50E+01,0.000104291
92.21875,0.000999001,2.10E-06,0.000173289,3.50E+01,0.00013617
92.234375,0.000999001,2.25E-06,0.000209009,3.50E+01,0.000173289
92.25,0.000999001,2.71E-06,0.000247525,3.50E+01,0.000209009
92.265625,0.000999001,2.02E-06,0.000273863,3.50E+01,0.000247525
92.28125,0.000999001,1.54E-06,0.000282012,3.50E+01,0.000273863
92.296875,0.000999001,2.34E-06,0.000290594,3.50E+01,0.000282012
92.3125,0.000999001,5.05E-06,0.000296261,3.50E+01,0.000290594
92.328125,0.000999001,7.45E-06,0.000305036,3.50E+01,0.000296261
92.34375,0.000999001,7.85E-06,0.000315335,3.50E+01,0.000305036
92.359375,0.000999001,6.89E-06,0.000316402,3.50E+01,0.000315335
92.375,0.000999001,6.99E-06,0.000307877,3.50E+01,0.000316402
92.390625,0.000999001,1.06E-05,0.000290958,3.50E+01,0.000307877
92.40625,0.000999001,1.73E-05,0.000282965,3.50E+01,0.000290958
92.421875,0.000999001,1.91E-05,0.000282225,3.50E+01,0.000282965
92.4375,0.000999001,1.13E-05,0.000276417,3.50E+01,0.000282225
92.453125,0.000999001,5.03E-06,0.000270834,3.50E+01,0.000276417
92.46875,0.000999001,3.28E-06,0.000275036,3.50E+01,0.000270834
92.484375,0.000999001,5.19E-06,0.000286192,3.50E+01,0.000275036
92.5,0.000999001,7.67E-06,0.000294391,3.50E+01,0.000286192
92.515625,0.000999001,8.01E-06,0.000312371,3.50E+01,0.000294391
92.53125,0.000999001,7.88E-06,0.000330224,3.50E+01,0.000312371
92.546875,0.000999001,9.84E-06,0.000340524,3.50E+01,0.000330224
92.5625,0.000999001,1.20E-05,0.000341686,3.50E+01,0.000340524
92.578125,0.000999001,1.51E-05,0.000332525,3.50E+01,0.000341686
92.59375,0.000999001,2.08E-05,0.000309912,3.50E+01,0.000332525
92.609375,0.000999001,3.04E-05,0.000286506,3.50E+01,0.000309912
92.625,0.000999001,3.50E-05,0.000274007,3.50E+01,0.000286506
92.640625,0.000999001,3.29E-05,0.000261389,3.50E+01,0.000274007
92.65625,0.000999001,2.52E-05,0.000237601,3.50E+01,0.000261389
92.671875,0.000999001,1.91E-05,0.000199695,3.50E+01,0.000237601
92.6875,0.000999001,1.49E-05,0.000161614,3.50E+01,0.000199695
92.703125,0.000999001,1.55E-05,0.000129906,3.50E+01,0.000161614
92.71875,0.000999001,2.06E-05,1.02E-04,3.50E+01,0.000129906
92.734375,0.000999001,2.48E-05,7.98E-05,3.50E+01,1.02E-04
92.75,0.000999001,2.79E-05,6.97E-05,3.50E+01,7.98E-05
92.765625,0.000999001,3.14E-05,6.23E-05,3.50E+01,6.97E-05
92.78125,0.000999001,3.60E-05,5.63E-05,3.50E+01,6.23E-05
92.796875,0.000999001,4.22E-05,5.23E-05,3.50E+01,5.63E-05
92.8125,0.000999001,4.53E-05,4.93E-05,3.50E+01,5.23E-05
92.828125,0.000999001,4.21E-05,5.04E-05,3.50E+01,4.93E-05
92.84375,0.000999001,4.04E-05,5.12E-05,3.50E+01,5.04E-05
92.859375,0.000999001,4.41E-05,5.08E-05,3.50E+01,5.12E-05
92.875,0.000999001,5.34E-05,4.72E-05,3.50E+01,5.08E-05
92.890625,0.000999001,6.38E-05,4.31E-05,3.50E+01,4.72E-05
92.90625,0.000999001,6.39E-05,4.34E-05,3.50E+01,4.31E-05
92.921875,0.000999001,5.57E-05,4.85E-05,3.50E+01,4.34E-05
92.9375,0.000999001,5.05E-05,5.28E-05,3.50E+01,4.85E-05
92.953125,0.000999001,5.38E-05,5.58E-05,3.50E+01,5.28E-05
92.96875,0.000999001,6.00E-05,6.03E-05,3.50E+01,5.58E-05
92.984375,0.000999001,6.50E-05,5.88E-05,3.50E+01,6.03E-05
93,0.000999001,6.72E-05,5.78E-05,3.50E+01,5.88E-05
93.015625,0.000949268,7.04E-05,5.92E-05,3.50E+01,5.78E-05
93.03125,0.000610066,7.85E-05,6.19E-05,3.50E+01,5.92E-05
93.046875,0.000199721,8.67E-05,6.29E-05,3.50E+01,6.19E-05
93.0625,3.75E-05,0.000101032,6.53E-05,3.50E+01,6.29E-05
93.078125,6.13E-06,0.000116462,6.19E-05,3.50E+01,6.53E-05
93.09375,1.74E-06,0.000127106,5.88E-05,3.50E+01,6.19E-05
93.109375,1.11E-06,0.000131928,5.72E-05,3.50E+01,5.88E-05
93.125,1.01E-06,0.000128353,5.24E-05,3.50E+01,5.72E-05
93.140625,1.00E-06,0.00012679,4.34E-05,3.50E+01,5.24E-05
93.15625,9.99E-07,0.000129004,2.94E-05,3.50E+01,4.34E-05
93.171875,9.99E-07,0.000128224,1.66E-05,3.50E+01,2.94E-05
93.1875,9.99E-07,0.000125748,8.80E-06,3.50E+01,1.66E-05
93.203125,9.99E-07,0.000135459,5.26E-06,3.50E+01,8.80E-06
93.21875,9.99E-07,0.000151944,4.34E-06,3.50E+01,5.26E-06
93.234375,9.99E-07,0.00016932,5.17E-06,3.50E+01,4.34E-06
93.25,9.99E-07,0.000184266,6.57E-06,3.50E+01,5.17E-06
93.265625,9.99E-07,0.000208534,7.01E-06,3.50E+01,6.57E-06
93.28125,9.99E-07,0.000228728,6.33E-06,3.50E+01,7.01E-06
93.296875,9.99E-07,0.000237704,5.48E-06,3.50E+01,6.33E-06
93.3125,9.99E-07,0.000237772,5.03E-06,3.50E+01,5.48E-06
93.328125,9.99E-07,0.000219321,6.57E-06,3.50E+01,5.03E-06
93.34375,9.99E-07,0.000198346,9.69E-06,3.50E+01,6.57E-06
93.359375,9.99E-07,0.0001817,1.31E-05,3.50E+01,9.69E-06
93.375,9.99E-07,0.000179356,1.50E-05,3.50E+01,1.31E-05
93.390625,9.99E-07,0.000208178,1.83E-05,3.50E+01,1.50E-05
93.40625,9.99E-07,0.000252086,2.25E-05,3.50E+01,1.83E-05
93.421875,9.99E-07,0.000274092,2.51E-05,3.50E+01,2.25E-05
93.4375,9.99E-07,0.000273282,2.60E-05,3.50E+01,2.51E-05
93.453125,9.99E-07,0.000264208,2.57E-05,3.50E+01,2.60E-05
93.46875,9.99E-07,0.000268813,2.35E-05,3.50E+01,2.57E-05
93.484375,9.99E-07,0.000274713,2.30E-05,3.50E+01,2.35E-05
93.5,9.99E-07,0.000280442,2.35E-05,3.50E+01,2.30E-05
93.515625,9.99E-07,0.000278034,2.45E-05,3.50E+01,2.35E-05
93.53125,9.99E-07,0.000267496,2.48E-05,3.50E+01,2.45E-05
93.546875,9.99E-07,0.000253547,2.37E-05,3.50E+01,2.48E-05
93.5625,9.99E-07,0.000228928,2.04E-05,3.50E+01,2.37E-05
93.578125,9.99E-07,0.000212184,1.88E-05,3.50E+01,2.04E-05
93.59375,9.99E-07,0.000216495,1.68E-05,3.50E+01,1.88E-05
93.609375,9.99E-07,0.0002291,1.12E-05,3.50E+01,1.68E-05
93.625,9.99E-07,0.000245296,5.32E-06,3.50E+01,1.12E-05
93.640625,9.99E-07,0.000256104,2.64E-06,3.50E+01,5.32E-06
93.65625,9.99E-07,0.000256991,4.80E-06,3.50E+01,2.64E-06
93.671875,9.99E-07,0.000247073,1.03E-05,3.50E+01,4.80E-06
93.6875,9.99E-07,0.000226724,1.73E-05,3.50E+01,1.03E-05
93.703125,9.99E-07,0.000203938,2.28E-05,3.50E+01,1.73E-05
93.71875,9.99E-07,0.000186645,2.79E-05,3.50E+01,2.28E-05
93.734375,9.99E-07,0.000165673,3.12E-05,3.50E+01,2.79E-05
93.75,9.99E-07,0.000148424,3.19E-05,3.50E+01,3.12E-05
93.765625,9.99E-07,0.000142603,2.85E-05,3.50E+01,3.19E-05
93.78125,9.99E-07,0.000134286,2.59E-05,3.50E+01,2.85E-05
93.796875,9.99E-07,0.000139732,2.66E-05,3.50E+01,2.59E-05
93.8125,9.99E-07,0.000159688,3.13E-05,3.50E+01,2.66E-05
93.828125,9.99E-07,0.00018535,4.11E-05,3.50E+01,3.13E-05
93.84375,9.99E-07,0.000208741,4.74E-05,3.50E+01,4.11E-05
93.859375,9.99E-07,0.000208918,5.20E-05,3.50E+01,4.74E-05
93.875,9.99E-07,0.000192078,5.91E-05,3.50E+01,5.20E-05
93.890625,9.99E-07,0.000175498,6.77E-05,3.50E+01,5.91E-05
93.90625,9.99E-07,0.000178484,7.41E-05,3.50E+01,6.77E-05
93.921875,9.99E-07,0.000188812,7.81E-05,3.50E+01,7.41E-05
93.9375,9.99E-07,0.000197494,7.82E-05,3.50E+01,7.81E-05
93.953125,9.99E-07,0.000204256,7.81E-05,3.50E+01,7.82E-05
93.96875,9.99E-07,0.00021607,8.04E-05,3.50E+01,7.81E-05
93.984375,9.99E-07,0.000227092,7.98E-05,3.50E+01,8.04E-05
94,9.99E-07,0.000227134,7.78E-05,3.50E+01,7.98E-05
94.015625,5.07E-05,0.000231828,6.88E-05,3.50E+01,7.78E-05
94.03125,0.000389934,0.000227144,5.84E-05,3.50E+01,6.88E-05
94.046875,0.000800279,0.000217872,5.31E-05,3.50E+01,5.84E-05
94.0625,0.000962522,0.000208771,4.94E-05,3.50E+01,5.31E-05
94.078125,0.000993874,0.000214425,4.77E-05,3.50E+01,4.94E-05
94.09375,0.000998258,0.000231119,4.86E-05,3.50E+01,4.77E-05
94.109375,0.000998893,0.000244712,6.15E-05,3.50E+01,4.86E-05
94.125,0.000998988,0.000252693,8.33E-05,3.50E+01,6.15E-05
94.140625,0.000999,0.000243158,0.000108838,3.50E+01,8.33E-05
94.15625,0.000999001,0.000229896,0.000133671,3.50E+01,0.000108838
94.171875,0.000999001,0.00020977,0.000152968,3.50E+01,0.000133671
94.1875,0.000999001,0.00019547,0.000166145,3.50E+01,0.000152968
94.203125,0.000999001,0.000175367,0.000176445,3.50E+01,0.000166145
94.21875,0.000999001,0.000159424,0.000178695,3.50E+01,0.000176445
94.234375,0.000999001,0.000150964,0.000174531,3.50E+01,0.000178695
94.25,0.000999001,0.000141681,0.000167819,3.50E+01,0.000174531
94.265625,0.000999001,0.000134995,0.000164452,3.50E+01,0.000167819
94.28125,0.000999001,0.000139103,0.000169175,3.50E+01,0.000164452
94.296875,0.000999001,0.000152615,0.000174787,3.50E+01,0.000169175
94.3125,0.000999001,0.000174006,0.000174638,3.50E+01,0.000174787
94.328125,0.000999001,0.000193686,0.000177127,3.50E+01,0.000174638
94.34375,0.000999001,0.000212292,0.000186744,3.50E+01,0.000177127
94.359375,0.000999001,0.000235706,0.000200176,3.50E+01,0.000186744
94.375,0.000999001,0.000251307,0.000208245,3.50E+01,0.000200176
94.390625,0.000999001,0.000243249,0.000219054,3.50E+01,0.000208245
94.40625,0.000999001,0.000234958,0.000230051,3.50E+01,0.000219054
94.421875,0.000999001,0.000234177,0.000242009,3.50E+01,0.000230051
94.4375,0.000999001,0.000236543,0.000256638,3.50E+01,0.000242009
94.453125,0.000999001,0.000233685,0.000260323,3.50E+01,0.000256638
94.46875,0.000999001,0.000224492,0.000253682,3.50E+01,0.000260323
94.484375,0.000999001,0.000206898,0.000244629,3.50E+01,0.000253682
94.5,0.000999001,0.000189953,0.000246718,3.50E+01,0.000244629
94.515625,0.000999001,0.000179191,0.000252618,3.50E+01,0.000246718
94.53125,0.000999001,0.000178819,0.000259024,3.50E+01,0.000252618
94.546875,0.000999001,0.000175328,0.000263688,3.50E+01,0.000259024
94.5625,0.000999001,0.000168469,0.000275739,3.50E+01,0.000263688
94.578125,0.000999001,0.00015508,0.000285768,3.50E+01,0.000275739
94.59375,0.000999001,0.000140913,0.000287393,3.50E+01,0.000285768
94.609375,0.000999001,0.000144687,0.000273572,3.50E+01,0.000287393
94.625,0.000999001,0.000159097,0.000250916,3.50E+01,0.000273572
94.640625,0.000999001,0.000175374,0.000230877,3.50E+01,0.000250916
94.65625,0.000999001,0.000191195,0.000217747,3.50E+01,0.000230877
94.671875,0.000999001,0.000205414,0.000206033,3.50E+01,0.000217747
94.6875,0.000999001,0.000225092,0.000201838,3.50E+01,0.000206033
94.703125,0.000999001,0.000241227,0.000203297,3.50E+01,0.000201838
94.71875,0.000999001,0.000249932,0.000206091,3.50E+01,0.000203297
94.734375,0.000999001,0.000257524,0.000212151,3.50E+01,0.000206091
94.75,0.000999001,0.00026885,0.000209964,3.50E+01,0.000212151
94.765625,0.000999001,0.000270092,0.000202312,3.50E+01,0.000209964
94.78125,0.000999001,0.000269595,0.00019981,3.50E+01,0.000202312
94.796875,0.000999001,0.000267926,0.000204771,3.50E+01,0.00019981
94.8125,0.000999001,0.000249018,0.000205661,3.50E+01,0.000204771
94.828125,0.000999001,0.000204988,0.000201424,3.50E+01,0.000205661
94.84375,0.000999001,0.00017446,0.000207598,3.50E+01,0.000201424
94.859375,0.000999001,0.000173431,0.000210106,3.50E+01,0.000207598
94.875,0.000999001,0.000185129,0.000211158,3.50E+01,0.000210106
94.890625,0.000999001,0.000195201,0.000208985,3.50E+01,0.000211158
94.90625,0.000999001,0.000204508,0.00020339,3.50E+01,0.000208985
94.921875,0.000999001,0.000215789,0.00020341,3.50E+01,0.00020339
94.9375,0.000999001,0.000224764,0.000200582,3.50E+01,0.00020341
94.953125,0.000999001,0.000224538,0.000190263,3.50E+01,0.000200582
94.96875,0.000999001,0.00021333,0.000175159,3.50E+01,0.000190263
94.984375,0.000999001,0.000197451,0.000158769,3.50E+01,0.000175159
95,0.000999001,0.000180691,0.000155478,3.50E+01,0.000158769
95.015625,0.000999001,0.000176236,0.000152403,3.50E+01,0.000155478
95.03125,0.000999001,0.000179658,0.000156449,3.50E+01,0.000152403
95.046875,0.000999001,0.000172998,0.000172119,3.50E+01,0.000156449
95.0625,0.000999001,0.000152067,0.000194902,3.50E+01,0.000172119
95.078125,0.000999001,0.000143875,0.000213315,3.50E+01,0.000194902
95.09375,0.000999001,0.000155091,0.000220209,3.50E+01,0.000213315
95.109375,0.000999001,0.000172915,0.000217945,3.50E+01,0.000220209
95.125,0.000999001,0.000188528,0.00021103,3.50E+01,0.000217945
95.140625,0.000999001,0.000197674,0.000203413,3.50E+01,0.00021103
95.15625,0.000999001,0.000212454,0.000196828,3.50E+01,0.000203413
95.171875,0.000999001,0.000224851,0.000189248,3.50E+01,0.000196828
95.1875,0.000999001,0.000231352,0.000190093,3.50E+01,0.000189248
95.203125,0.000999001,0.000238462,0.000195006,3.50E+01,0.000190093
95.21875,0.000999001,0.000249651,0.0001955,3.50E+01,0.000195006
95.234375,0.000999001,0.000256964,0.00019158,3.50E+01,0.0001955
95.25,0.000999001,0.000270338,0.000189698,3.50E+01,0.00019158
95.265625,0.000999001,0.00028616,0.000197315,3.50E+01,0.000189698
95.28125,0.000999001,0.000297365,0.000208051,3.50E+01,0.000197315
95.296875,0.000999001,0.000284739,0.000216277,3.50E+01,0.000208051
95.3125,0.000999001,0.000261034,0.000229331,3.50E+01,0.000216277
95.328125,0.000999001,0.000246535,0.000245842,3.50E+01,0.000229331
95.34375,0.000999001,0.000246519,0.000259497,3.50E+01,0.000245842
95.359375,0.000999001,0.000246135,0.000266692,3.50E+01,0.000259497
95.375,0.000999001,0.000243337,0.000273305,3.50E+01,0.000266692
95.390625,0.000999001,0.000245397,0.000282662,3.50E+01,0.000273305
95.40625,0.000999001,0.000240493,0.00028243,3.50E+01,0.000282662
95.421875,0.000999001,0.00022472,0.000275075,3.50E+01,0.00028243
95.4375,0.000999001,0.000213477,0.000266229,3.50E+01,0.000275075
95.453125,0.000999001,0.000204175,0.000264811,3.50E+01,0.000266229
95.46875,0.000999001,0.000204113,0.000273059,3.50E+01,0.000264811
95.484375,0.000999001,0.000212989,0.00027475,3.50E+01,0.000273059
95.5,0.000999001,0.000210647,0.000271493,3.50E+01,0.00027475
95.515625,0.000999001,0.000204182,0.000268032,3.50E+01,0.000271493
95.53125,0.000999001,0.000208504,0.000250268,3.50E+01,0.000268032
95.546875,0.000999001,0.000224369,0.000217032,3.50E+01,0.000250268
95.5625,0.000999001,0.000219586,0.000183845,3.50E+01,0.000217032
95.578125,0.000999001,0.000199331,0.000164494,3.50E+01,0.000183845
95.59375,0.000999001,0.000179083,0.00015839,3.50E+01,0.000164494
95.609375,0.000999001,0.000169745,0.00016139,3.50E+01,0.00015839
95.625,0.000999001,0.000162956,0.000166788,3.50E+01,0.00016139
95.640625,0.000999001,0.000154565,0.000174906,3.50E+01,0.000166788
95.65625,0.000999001,0.000151047,0.000177451,3.50E+01,0.000174906
95.671875,0.000999001,0.000155926,0.000174442,3.50E+01,0.000177451
95.6875,0.000999001,0.000156235,0.000169304,3.50E+01,0.000174442
95.703125,0.000999001,0.000143655,0.000169894,3.50E+01,0.000169304
95.71875,0.000999001,0.000125928,0.000169534,3.50E+01,0.000169894
95.734375,0.000999001,1.03E-04,0.000160064,3.50E+01,0.000169534
95.75,0.000999001,7.93E-05,0.000144033,3.50E+01,0.000160064
95.765625,0.000999001,6.42E-05,0.000131272,3.50E+01,0.000144033
95.78125,0.000999001,5.59E-05,0.000117124,3.50E+01,0.000131272
95.796875,0.000999001,5.38E-05,1.02E-04,3.50E+01,0.000117124
95.8125,0.000999001,5.67E-05,9.10E-05,3.50E+01,1.02E-04
95.828125,0.000999001,6.22E-05,8.44E-05,3.50E+01,9.10E-05
95.84375,0.000999001,6.54E-05,8.02E-05,3.50E+01,8.44E-05
95.859375,0.000999001,7.05E-05,7.64E-05,3.50E+01,8.02E-05
95.875,0.000999001,7.84E-05,7.20E-05,3.50E+01,7.64E-05
95.890625,0.000999001,8.32E-05,7.08E-05,3.50E+01,7.20E-05
95.90625,0.000999001,7.88E-05,6.72E-05,3.50E+01,7.08E-05
95.921875,0.000999001,7.08E-05,6.23E-05,3.50E+01,6.72E-05
95.9375,0.000999001,6.03E-05,5.63E-05,3.50E+01,6.23E-05
95.953125,0.000999001,5.26E-05,5.42E-05,3.50E+01,5.63E-05
95.96875,0.000999001,5.37E-05,5.34E-05,3.50E+01,5.42E-05
95.984375,0.000999001,5.54E-05,5.49E-05,3.50E+01,5.34E-05
96,0.000999001,5.66E-05,6.00E-05,3.50E+01,5.49E-05
96.015625,0.000949268,5.38E-05,6.38E-05,3.50E+01,6.00E-05
96.03125,0.000610066,5.22E-05,5.92E-05,3.50E+01,6.38E-05
96.046875,0.000199721,4.85E-05,4.77E-05,3.50E+01,5.92E-05
96.0625,3.75E-05,4.26E-05,3.58E-05,3.50E+01,4.77E-05
96.078125,6.13E-06,4.30E-05,2.73E-05,3.50E+01,3.58E-05
96.09375,1.74E-06,4.34E-05,2.21E-05,3.50E+01,2.73E-05
96.109375,1.11E-06,3.63E-05,2.08E-05,3.50E+01,2.21E-05
96.125,1.01E-06,2.72E-05,2.08E-05,3.50E+01,2.08E-05
96.140625,1.00E-06,2.36E-05,2.15E-05,3.50E+01,2.08E-05
96.15625,9.99E-07,2.11E-05,2.08E-05,3.50E+01,2.15E-05
96.171875,9.99E-07,1.78E-05,1.98E-05,3.50E+01,2.08E-05
96.1875,9.99E-07,1.17E-05,2.20E-05,3.50E+01,1.98E-05
96.203125,9.99E-07,5.94E-06,2.46E-05,3.50E+01,2.20E-05
96.21875,9.99E-07,1.78E-06,2.40E-05,3.50E+01,2.46E-05
96.234375,9.99E-07,8.35E-07,2.24E-05,3.50E+01,2.40E-05
96.25,9.99E-07,3.70E-06,2.04E-05,3.50E+01,2.24E-05
96.265625,9.99E-07,1.19E-05,1.71E-05,3.50E+01,2.04E-05
96.28125,9.99E-07,1.84E-05,1.36E-05,3.50E+01,1.71E-05
96.296875,9.99E-07,1.97E-05,1.12E-05,3.50E+01,1.36E-05
96.3125,9.99E-07,2.02E-05,9.90E-06,3.50E+01,1.12E-05
96.328125,9.99E-07,2.24E-05,9.95E-06,3.50E+01,9.90E-06
96.34375,9.99E-07,2.47E-05,8.54E-06,3.50E+01,9.95E-06
96.359375,9.99E-07,2.78E-05,8.68E-06,3.50E+01,8.54E-06
96.375,9.99E-07,2.89E-05,9.68E-06,3.50E+01,8.68E-06
96.390625,9.99E-07,2.76E-05,9.22E-06,3.50E+01,9.68E-06
96.40625,9.99E-07,2.43E-05,7.87E-06,3.50E+01,9.22E-06
96.421875,9.99E-07,2.01E-05,6.09E-06,3.50E+01,7.87E-06
96.4375,9.99E-07,1.72E-05,5.87E-06,3.50E+01,6.09E-06
96.453125,9.99E-07,1.87E-05,6.12E-06,3.50E+01,5.87E-06
96.46875,9.99E-07,2.05E-05,7.28E-06,3.50E+01,6.12E-06
96.484375,9.99E-07,2.20E-05,8.69E-06,3.50E+01,7.28E-06
96.5,9.99E-07,2.15E-05,9.84E-06,3.50E+01,8.69E-06
96.515625,9.99E-07,1.81E-05,9.26E-06,3.50E+01,9.84E-06
96.53125,9.99E-07,1.48E-05,6.45E-06,3.50E+01,9.26E-06
96.546875,9.99E-07,1.15E-05,4.00E-06,3.50E+01,6.45E-06
96.5625,9.99E-07,1.13E-05,2.30E-06,3.50E+01,4.00E-06
96.578125,9.99E-07,8.95E-06,1.28E-06,3.50E+01,2.30E-06
96.59375,9.99E-07,5.96E-06,9.81E-07,3.50E+01,1.28E-06
96.609375,9.99E-07,5.67E-06,1.22E-06,3.50E+01,9.81E-07
96.625,9.99E-07,7.39E-06,1.42E-06,3.50E+01,1.22E-06
96.640625,9.99E-07,9.39E-06,1.61E-06,3.50E+01,1.42E-06
96.65625,9.99E-07,9.23E-06,2.07E-06,3.50E+01,1.61E-06
96.671875,9.99E-07,1.02E-05,2.80E-06,3.50E+01,2.07E-06
96.6875,9.99E-07,1.50E-05,4.46E-06,3.50E+01,2.80E-06
96.703125,9.99E-07,2.42E-05,5.03E-06,3.50E+01,4.46E-06
96.71875,9.99E-07,3.61E-05,5.19E-06,3.50E+01,5.03E-06
96.734375,9.99E-07,5.12E-05,5.50E-06,3.50E+01,5.19E-06
96.75,9.99E-07,6.47E-05,4.75E-06,3.50E+01,5.50E-06
